customer_id,frequency,monetary,category_diversity
1005082,123,1060113,13
1005083,152,1358737,12
1005084,146,854906,7
1005085,118,1157853,13
1005086,100,999144,14
1005087,167,1375402,12
1005088,18,224500,7
1005089,20,181305,6
1005090,254,2663682,18
1005091,161,1689786,14
1005092,45,392813,10
1005094,33,493491,7
1005095,23,202325,9
1005096,153,1325171,14
1005097,77,630135,11
1005098,109,845522,16
1005099,120,1118402,8
1005100,479,4688662,18
1005101,33,227662,8
1005102,84,981106,11
1005103,168,2298016,13
1005104,32,438921,5
1005105,52,403785,12
1005106,50,424567,8
1005107,350,2645191,11
1005108,215,1562344,13
1005109,68,538104,10
1005110,13,135420,7
1005111,475,3742050,15
1005112,178,1509476,15
1005113,286,1821798,12
1005114,80,722532,12
1005115,21,207902,7
1005116,15,135466,6
1005117,9,49668,4
1005118,69,740271,7
1005119,14,97664,3
1005120,111,1145075,14
1005121,107,985393,7
1005122,12,150420,5
1005123,59,481654,9
1005124,161,1352979,15
1005125,18,205365,6
1005126,80,749431,11
1005127,28,293036,7
1005128,55,624396,13
1005129,62,634231,11
1005131,215,1865993,14
1005132,38,453566,11
1005133,35,300862,8
1005134,54,540222,10
1005135,45,373172,7
1005136,123,1215190,15
1005137,67,574738,10
1005138,88,711818,11
1005139,73,572475,6
1005140,222,1937859,15
1005141,24,327115,5
1005142,185,1904097,11
1005143,58,641433,7
1005144,19,155582,8
1005145,11,84162,5
1005146,18,155488,5
1005147,26,299633,7
1005148,57,517525,7
1005149,18,189151,3
1005150,19,195562,5
1005151,80,486672,9
1005152,18,145731,9
1005153,258,1760581,8
1005154,22,311368,8
1005155,13,95959,3
1005156,183,2052693,12
1005157,54,530292,11
1005158,103,876746,14
1005159,12,105961,5
1005160,16,137404,6
1005161,191,1672032,14
1005162,21,230561,7
1005163,292,2422033,16
1005164,45,438843,11
1005165,62,608473,9
1005166,68,699482,14
1005167,84,1027107,13
1005168,13,114884,6
1005169,70,776146,8
1005170,42,470081,11
1005171,10,134890,3
1005172,254,2143927,15
1005173,75,903437,8
1005174,11,125972,5
1005175,18,157541,6
1005176,25,207445,6
1005177,56,643363,6
1005178,157,1211800,12
1005179,20,236986,6
1005180,71,727416,13
1005181,26,278252,7
1005182,161,1467237,14
1005183,55,515453,8
1005184,180,1744759,15
1005185,153,1176153,17
1005186,43,501264,8
1005187,72,735762,12
1005190,21,183897,7
1005191,24,229417,10
1005192,15,168567,6
1005193,115,1012557,13
1005194,36,308618,8
1005195,43,472326,12
1005196,35,204519,5
1005197,69,668704,12
1005198,158,1068556,13
1005199,24,238559,7
1005200,32,366329,9
1005201,59,507567,14
1005202,20,154740,4
1005203,19,178236,11
1005204,24,263678,5
1005205,218,1992482,14
1005206,12,119526,7
1005207,13,104148,5
1005208,74,925904,12
1005209,80,885913,6
1005210,35,381788,7
1005212,19,246496,8
1005213,21,155185,7
1005214,21,118403,6
1005215,10,123427,6
1005216,12,86790,5
1005217,82,786077,13
1005218,28,355716,10
1005219,67,947558,10
1005220,390,3257059,15
1005221,16,138094,7
1005222,179,1397361,13
1005223,134,1047286,12
1005224,16,135324,9
1005225,115,1075487,16
1005226,45,544117,5
1005228,14,127152,6
1005229,36,370087,7
1005230,75,862102,14
1005231,18,206095,7
1005232,74,858600,10
1005233,60,593757,13
1005234,109,946943,11
1005235,21,231747,7
1005236,71,680243,11
1005237,33,350337,6
1005238,11,76941,8
1005239,164,1497999,14
1005240,23,193578,4
1005241,59,454207,8
1005242,70,690590,11
1005243,16,154197,6
1005244,25,300383,5
1005245,15,142193,3
1005246,68,570675,9
1005247,20,127002,6
1005248,61,417996,8
1005249,199,1964447,13
1005250,168,1453630,12
1005251,95,809396,12
1005252,37,427306,10
1005253,78,720717,15
1005254,47,520735,8
1005255,92,1090739,14
1005256,467,3984145,18
1005257,47,455389,12
1005258,14,138419,7
1005259,23,204535,6
1005260,114,851475,13
1005261,61,685912,9
1005262,33,217321,11
1005263,67,867442,9
1005264,85,881875,10
1005265,161,1507819,16
1005266,21,225642,5
1005267,54,435428,11
1005269,193,1547629,15
1005270,58,651081,10
1005271,224,2102513,16
1005272,54,354783,10
1005273,179,1649439,12
1005274,12,64442,4
1005275,56,516429,9
1005276,47,469075,9
1005277,179,1560387,16
1005278,96,987862,14
1005279,31,220714,6
1005280,16,130967,6
1005281,146,1349792,10
1005282,182,1263946,7
1005283,176,1836816,15
1005284,39,431845,11
1005285,29,272161,7
1005286,109,847985,7
1005287,125,1144712,12
1005288,23,176799,6
1005290,24,208790,9
1005291,41,411888,9
1005292,22,174140,5
1005293,40,437685,11
1005294,79,767736,13
1005295,13,124138,7
1005296,38,368909,7
1005297,21,261173,7
1005298,26,254428,8
1005299,28,192672,7
1005300,170,1754531,13
1005301,79,720494,12
1005302,136,946928,12
1005303,26,246422,5
1005304,21,167231,7
1005305,136,1249934,13
1005306,345,2910088,16
1005307,37,451351,8
1005308,23,232172,7
1005309,15,119362,6
1005310,55,528374,9
1005311,27,223628,11
1005312,417,4059742,15
1005313,49,409345,9
1005314,13,96204,5
1005315,20,169973,10
1005316,20,178519,5
1005317,295,2651462,15
1005318,57,698842,5
1005319,230,2379871,17
1005320,12,78916,5
1005321,167,1257158,14
1005322,54,528665,7
1005323,145,1459061,13
1005324,91,1046212,12
1005325,29,196349,8
1005326,67,408434,14
1005327,100,1068851,11
1005328,24,158958,6
1005329,307,2941366,15
1005330,36,302955,8
1005332,39,623159,4
1005333,472,3889756,17
1005334,33,149899,10
1005335,91,851277,15
1005336,30,494714,4
1005337,97,1072496,9
1005338,50,628887,10
1005339,62,814105,12
1005340,113,900263,8
1005341,69,591726,10
1005342,61,662230,9
1005343,17,200648,7
1005344,121,953172,11
1005345,197,1910036,8
1005346,27,232085,8
1005347,144,1206403,13
1005348,25,185736,4
1005349,140,1183411,11
1005350,127,1332766,8
1005351,12,160330,4
1005352,124,987332,15
1005353,63,607405,10
1005355,113,1115904,10
1005357,28,283439,7
1005358,15,215355,4
1005359,291,3222441,16
1005360,23,212666,9
1005361,115,975959,10
1005362,56,433017,11
1005363,41,611906,6
1005364,220,2315884,13
1005365,168,1661879,14
1005366,70,687484,10
1005367,612,4418522,17
1005368,53,561298,11
1005369,142,1480186,11
1005370,15,128149,7
1005371,198,1886564,17
1005372,20,217396,7
1005373,18,240679,5
1005374,25,206173,9
1005375,21,202129,6
1005376,134,1308560,14
1005377,22,197641,8
1005378,110,993614,14
1005379,22,225857,10
1005380,15,103092,8
1005381,17,151583,5
1005382,35,399466,10
1005383,20,185903,8
1005384,26,215712,6
1005385,28,345752,7
1005386,86,1053404,12
1005387,438,3868561,16
1005388,15,173870,3
1005389,80,789658,10
1005390,124,1580508,8
1005391,7,60182,5
1005392,13,131293,6
1005393,123,910487,7
1005394,475,3919759,19
1005395,67,594166,13
1005396,43,536981,8
1005397,201,1750035,16
1005398,16,164340,8
1005399,33,399316,10
1005400,17,157858,6
1005401,85,761433,9
1005402,53,515490,11
1005403,93,932594,12
1005404,118,1145174,12
1005406,69,462689,11
1005407,15,132657,6
1005408,59,553475,10
1005409,11,90595,5
1005410,25,206363,8
1005411,14,88125,8
1005412,149,1676576,15
1005413,125,1563644,14
1005414,51,451358,8
1005415,32,241705,6
1005416,26,292932,10
1005417,32,296853,10
1005418,124,1158011,16
1005419,48,476779,10
1005420,101,563777,10
1005421,40,353178,5
1005422,104,759267,10
1005423,64,657270,15
1005424,83,798381,11
1005425,27,231255,10
1005426,169,1598187,11
1005427,46,529410,10
1005428,217,2091282,12
1005429,69,520826,9
1005430,81,648917,10
1005431,53,434409,7
1005432,100,914876,13
1005433,388,3194842,17
1005434,144,1332993,13
1005435,29,356400,8
1005436,23,304988,3
1005437,81,821188,16
1005438,50,446109,8
1005439,12,84179,4
1005440,25,253614,6
1005441,108,1075697,11
1005442,43,489847,8
1005443,225,2338438,15
1005444,24,142369,9
1005445,80,890129,11
1005446,59,698358,13
1005447,78,628407,12
1005448,207,1527234,16
1005449,68,889313,8
1005450,178,1427321,15
1005451,45,621961,8
1005452,162,1485500,10
1005453,136,1366308,16
1005454,33,346883,10
1005455,84,886645,10
1005456,23,151061,8
1005457,99,1010012,12
1005458,227,2063497,16
1005459,101,760745,8
1005460,49,513461,12
1005461,36,291079,5
1005462,25,212285,7
1005463,156,1539009,16
1005464,61,602655,10
1005465,16,88025,6
1005466,120,1303362,12
1005467,17,147695,7
1005468,222,2196799,17
1005469,64,777963,11
1005470,60,640955,15
1005471,12,129416,6
1005472,177,1524106,14
1005473,68,788028,11
1005474,26,264211,8
1005475,216,2151938,13
1005476,16,161722,7
1005477,15,152110,5
1005478,20,185992,5
1005479,60,495207,10
1005480,84,579041,11
1005481,29,254254,7
1005482,201,2138352,17
1005483,134,1145051,10
1005484,44,610860,10
1005485,68,701076,11
1005486,22,346897,4
1005487,26,291424,7
1005488,139,1128587,14
1005489,40,460826,8
1005490,77,781227,12
1005491,116,1062941,13
1005492,239,1713517,13
1005493,308,2549130,15
1005494,39,452789,7
1005495,19,178119,6
1005496,44,366550,11
1005497,75,905515,4
1005498,29,259060,5
1005499,41,474343,8
1005500,38,287296,4
1005501,309,2220686,14
1005502,67,597640,8
1005503,28,280710,6
1005504,331,4077571,12
1005505,43,593993,5
1005506,28,276052,8
1005507,29,232699,11
1005508,46,390431,10
1005509,63,452709,6
1005510,35,443169,7
1005511,383,4249480,16
1005512,122,1320562,10
1005513,34,297040,7
1005514,25,203446,9
1005515,29,340548,9
1005516,82,835520,7
1005517,179,1777945,17
1005518,65,756287,9
1005519,196,1719342,15
1005520,108,1153296,11
1005521,26,239261,8
1005522,307,2826823,14
1005523,202,2075512,13
1005524,90,614005,13
1005525,13,116007,6
1005526,162,1388329,11
1005527,16,139171,8
1005528,34,384595,8
1005529,16,158671,5
1005530,365,2630195,13
1005531,85,1246095,4
1005532,54,472937,11
1005533,11,132982,4
1005534,38,538735,7
1005535,100,959530,13
1005536,343,2656987,16
1005537,37,407518,11
1005538,99,877447,15
1005539,271,2450068,17
1005540,43,403845,9
1005541,18,237295,5
1005542,29,335823,10
1005543,190,1891121,15
1005544,27,239231,8
1005545,85,874114,12
1005546,23,201550,6
1005547,87,651519,11
1005548,105,783106,9
1005549,19,165505,5
1005550,363,3763724,15
1005551,30,230722,7
1005552,34,222181,8
1005553,144,1350864,16
1005554,55,618410,10
1005555,310,2775701,16
1005556,161,1473834,16
1005557,119,1277955,12
1005558,138,934248,11
1005559,26,240188,5
1005560,48,548108,10
1005561,118,829732,12
1005562,46,350324,9
1005563,20,165914,7
1005564,24,188675,6
1005565,107,1097928,13
1005566,72,667149,14
1005567,228,1641274,12
1005568,195,2413364,15
1005570,176,1987705,14
1005571,58,496038,11
1005572,44,509723,5
1005573,91,784192,12
1005574,104,927771,14
1005575,154,1017451,10
1005576,178,1931983,11
1005577,20,183221,8
1005578,51,566875,10
1005579,17,176332,7
1005580,223,2031649,11
1005581,22,348111,3
1005582,81,895396,14
1005583,70,772541,12
1005584,47,341594,7
1005585,119,1215084,9
1005586,18,187534,7
1005587,33,322151,10
1005588,26,226304,6
1005589,21,218042,7
1005590,20,187195,5
1005591,29,349371,7
1005592,70,877464,14
1005593,98,1310866,13
1005594,70,645499,13
1005595,122,1229819,11
1005596,115,1238999,14
1005597,113,729033,12
1005598,76,721390,10
1005599,121,1057610,10
1005600,157,1270133,10
1005601,46,479654,10
1005602,46,446886,7
1005604,137,1210914,12
1005605,419,2943372,15
1005606,16,138823,5
1005607,92,697438,9
1005608,7,61628,5
1005609,24,247492,6
1005610,24,265334,9
1005611,23,331792,5
1005612,27,213108,5
1005613,39,260417,6
1005615,183,1456353,12
1005616,77,719546,9
1005617,36,432100,8
1005618,63,580086,10
1005619,56,474538,11
1005620,138,1308104,14
1005621,261,2056297,16
1005622,53,493220,7
1005623,155,1482160,13
1005624,63,675036,10
1005625,90,829026,10
1005626,101,1316202,14
1005627,460,3446486,17
1005628,10,123865,4
1005629,52,605039,10
1005630,152,1624083,14
1005631,42,397704,10
1005632,37,427326,5
1005633,21,222385,7
1005634,167,1632546,12
1005635,15,165270,7
1005636,482,3835029,16
1005637,24,211991,8
1005638,61,535499,7
1005639,24,196582,8
1005640,19,156943,9
1005641,83,576438,10
1005642,30,235464,5
1005643,573,4531525,19
1005644,42,423606,8
1005645,154,1847550,13
1005646,59,604870,8
1005647,87,919856,11
1005648,70,743964,12
1005649,122,992185,12
1005650,166,1200836,12
1005651,23,252859,8
1005652,58,483928,5
1005653,126,1279586,13
1005654,163,1620534,13
1005655,64,578170,11
1005656,18,117131,5
1005657,106,1157074,13
1005658,70,915690,10
1005659,133,1377516,13
1005660,18,200344,6
1005661,79,782466,11
1005662,46,500426,8
1005663,138,1478736,14
1005664,158,1736551,13
1005665,29,280334,9
1005667,199,1893544,15
1005668,52,589148,9
1005669,31,188975,5
1005670,44,504269,7
1005671,58,674213,10
1005672,15,159596,7
1005673,37,324918,12
1005674,30,314423,8
1005675,321,3293851,17
1005676,92,638069,7
1005677,137,1287830,13
1005678,76,825745,13
1005679,98,1592947,4
1005680,92,990099,12
1005681,20,196716,9
1005682,344,3768298,15
1005683,67,703971,10
1005684,282,2699822,11
1005685,22,164380,7
1005686,298,1664134,16
1005687,48,615034,6
1005688,56,474254,8
1005689,280,2580080,16
1005690,15,139277,5
1005691,74,886955,6
1005692,32,355072,9
1005693,23,207835,5
1005694,15,152134,7
1005695,18,163827,7
1005696,13,148780,6
1005697,16,195577,5
1005698,187,1702042,14
1005699,169,1397175,12
1005700,23,217805,7
1005701,68,814351,11
1005702,74,727382,12
1005703,43,515243,7
1005704,52,446445,10
1005705,86,815391,11
1005708,59,503909,11
1005709,77,1084408,10
1005710,43,425940,9
1005711,25,234768,7
1005712,50,683536,4
1005713,15,96010,6
1005714,43,411519,11
1005716,120,1278421,14
1005717,225,2130239,15
1005718,102,908847,10
1005719,15,115199,6
1005720,190,1527265,13
1005721,23,227282,9
1005722,210,1905326,15
1005724,53,605332,11
1005725,13,114824,6
1005726,90,1042394,9
1005727,28,204452,8
1005728,178,1364181,8
1005729,37,324706,5
1005730,43,366682,6
1005731,39,590889,5
1005732,22,217560,6
1005733,124,1367829,14
1005734,126,1165786,12
1005735,11,100062,7
1005736,59,714033,12
1005737,51,419671,8
1005738,295,2666661,16
1005739,27,355826,6
1005740,57,465383,10
1005741,32,303105,9
1005742,24,197452,9
1005743,14,132828,7
1005744,239,2123957,15
1005745,38,394240,8
1005746,45,436268,9
1005747,315,2805372,19
1005748,35,376483,10
1005749,231,2318913,14
1005750,68,707344,11
1005751,51,391557,10
1005752,74,630116,11
1005753,50,700735,7
1005754,178,1382382,11
1005755,289,2589647,16
1005756,19,161856,9
1005757,58,658203,12
1005758,78,935005,10
1005759,330,3054087,16
1005760,18,131419,5
1005761,136,862524,7
1005762,158,1420200,14
1005763,400,3420748,11
1005764,35,253889,8
1005765,135,1442206,13
1005766,56,473930,9
1005767,201,2186602,12
1005768,43,375392,8
1005769,82,924422,15
1005770,83,817590,10
1005771,141,1276085,14
1005772,17,123525,7
1005773,13,100206,7
1005774,28,239590,8
1005775,97,941960,9
1005776,100,1131248,13
1005777,76,740452,13
1005778,34,480072,8
1005779,215,1939252,17
1005780,140,1612191,13
1005781,13,116128,7
1005782,63,504912,10
1005783,22,164719,6
1005784,14,112200,6
1005785,75,870354,9
1005786,181,1366052,12
1005787,236,2294289,15
1005788,465,3051524,10
1005789,28,264731,8
1005790,48,478579,12
1005792,135,1241362,13
1005793,18,273761,5
1005794,176,1503469,11
1005795,729,5464535,17
1005796,17,119737,6
1005797,73,774419,11
1005798,68,622923,6
1005799,20,239126,10
1005800,14,129670,8
1005801,87,950000,13
1005802,22,205847,9
1005803,38,231696,7
1005804,11,71200,5
1005805,90,928404,14
1005806,115,1071880,9
1005807,36,368625,9
1005808,42,511906,6
1005809,118,1146013,15
1005810,7,80350,4
1005811,165,1226541,15
1005812,499,4033808,16
1005813,54,645148,8
1005814,17,177170,9
1005815,45,492113,12
1005816,23,185356,11
1005817,14,145415,6
1005818,18,149151,8
1005819,17,229150,4
1005820,26,204135,8
1005821,36,355263,10
1005822,41,314465,8
1005823,62,771055,11
1005824,307,2804407,13
1005825,66,667628,10
1005826,127,1140110,11
1005827,62,682136,8
1005828,14,97402,7
1005829,46,421149,7
1005830,26,196518,7
1005831,727,6512433,17
1005832,39,354787,6
1005833,53,500329,11
1005834,17,143257,6
1005835,17,162632,8
1005836,31,313157,8
1005837,307,3370329,13
1005838,130,1193211,10
1005839,13,147992,8
1005840,130,931651,9
1005841,189,1789751,13
1005842,30,435742,3
1005843,121,792878,14
1005844,46,476231,10
1005846,35,355403,10
1005847,222,2226360,15
1005848,243,2273297,17
1005849,23,248372,9
1005850,33,147039,7
1005851,87,964511,10
1005852,192,1572100,16
1005853,83,784192,10
1005854,234,2140342,14
1005855,30,285129,9
1005856,38,367955,6
1005857,114,945345,13
1005858,119,1212749,14
1005859,19,175523,7
1005860,36,267782,7
1005861,104,1003747,12
1005862,103,1496327,11
1005863,13,135390,6
1005864,23,239589,8
1005865,55,518398,11
1005866,15,162456,10
1005867,17,171120,7
1005868,40,341985,8
1005869,46,464179,7
1005871,56,572783,11
1005872,138,1403677,11
1005873,20,295626,4
1005874,185,1755900,16
1005875,84,1021261,12
1005876,12,123445,4
1005877,13,142240,8
1005878,339,2981466,16
1005879,32,417200,5
1005880,425,3551677,17
1005881,159,1415078,12
1005882,25,290243,7
1005883,14,115306,8
1005884,49,674357,9
1005885,72,809332,10
1005886,271,2456704,13
1005887,49,353772,9
1005888,341,2510414,15
1005889,82,735154,13
1005890,191,1737130,15
1005891,35,314220,7
1005892,61,589848,15
1005893,91,544110,7
1005894,75,949315,9
1005895,33,355355,6
1005896,124,588174,9
1005897,34,257383,10
1005898,16,166586,6
1005899,11,92481,6
1005900,63,444241,6
1005901,18,151129,6
1005902,50,375768,11
1005903,48,555699,8
1005904,8,73504,4
1005905,87,608404,10
1005906,65,586489,13
1005907,28,280961,9
1005908,120,1518320,11
1005909,17,129116,6
1005910,58,466398,7
1005911,97,1131180,13
1005912,60,503254,9
1005913,50,437092,10
1005914,20,264933,7
1005915,160,1643566,14
1005916,378,2932572,17
1005917,127,1460830,11
1005918,13,154365,7
1005919,22,145318,9
1005920,77,737402,8
1005921,24,254092,6
1005922,139,1100771,14
1005923,20,207234,6
1005924,92,1250395,5
1005925,118,1038108,12
1005926,37,559400,2
1005927,121,948361,8
1005928,27,238562,7
1005929,63,408395,6
1005930,51,542986,9
1005931,42,476640,7
1005932,15,151115,5
1005933,25,255490,8
1005934,22,203013,7
1005935,22,171357,5
1005936,21,290105,8
1005937,61,525992,13
1005938,115,1210344,13
1005939,59,522407,12
1005940,29,236938,6
1005941,18,189491,9
1005942,103,1011500,13
1005943,39,358522,11
1005944,15,53996,6
1005945,19,160356,6
1005946,55,420788,6
1005947,74,560837,12
1005948,221,2120730,16
1005949,106,960581,11
1005950,263,2008078,17
1005951,30,319509,7
1005952,72,696511,12
1005953,58,629161,13
1005954,557,4551927,18
1005955,206,1949208,13
1005956,167,1400354,14
1005957,138,1372373,12
1005958,70,745885,11
1005959,42,237676,8
1005960,109,853837,12
1005961,173,1559812,12
1005962,16,217910,5
1005963,97,1074788,13
1005964,334,3117743,16
1005965,23,188435,9
1005966,39,293521,7
1005967,13,136189,6
1005968,18,282354,3
1005969,55,430888,7
1005970,22,250044,7
1005971,95,807878,8
1005972,242,2086643,12
1005973,20,270475,7
1005974,128,1058692,8
1005975,28,283144,8
1005976,67,502485,13
1005977,30,280443,7
1005978,228,1940593,16
1005979,20,165386,6
1005980,118,1070641,18
1005981,161,1366169,15
1005982,65,881734,9
1005983,19,231559,5
1005984,16,212929,6
1005985,50,374004,9
1005986,69,606283,8
1005987,31,256716,7
1005988,44,284665,8
1005989,50,466195,10
1005990,168,1418538,14
1005991,54,422393,11
1005992,34,278081,8
1005993,18,130022,11
1005994,42,705057,5
1005995,103,1014991,13
1005996,329,3021711,17
1005997,29,409731,8
1005998,95,702901,6
1005999,18,330227,4
1006000,281,2372712,17
1006001,120,1257329,11
1006002,182,1843460,16
1006003,150,1606981,11
1006004,34,326310,9
1006005,50,369915,8
1006006,69,514919,8
1006007,175,1675073,10
1006008,20,266306,4
1006009,32,278923,6
1006010,177,1934210,14
1006011,105,1198714,13
1006012,16,127920,6
1006013,75,622847,13
1006014,59,528238,14
1006015,32,255812,6
1006016,504,3770970,17
1006017,18,160230,8
1006018,82,975585,13
1006019,54,604563,10
1006020,23,374475,5
1006021,69,709448,9
1006022,27,278257,8
1006023,88,1222210,8
1006024,60,827570,8
1006025,151,1040257,12
1006026,47,490768,11
1006027,23,265201,5
1006028,28,362972,3
1006029,17,157436,7
1006030,59,737361,12
1006031,31,286374,10
1006032,55,517261,13
1006033,36,501843,8
1006034,12,197086,5
1006035,152,956645,12
1006036,514,4116058,17
1006037,122,1119538,13
1006038,12,90034,4
1006039,74,590319,10
1006040,180,1653299,14
