customer_id,frequency,monetary,r_score,f_score,m_score,segment
1000726,41,317086,3,3,2,Loyal
1000727,146,1211978,1,5,4,At Risk
1000728,95,727954,2,4,4,At Risk
1000729,92,1164036,2,4,4,At Risk
1000730,34,357978,4,2,2,Potential
1000731,354,2708798,1,5,5,At Risk
1000732,92,851948,2,4,4,At Risk
1000733,63,613928,3,3,3,Loyal
1000734,25,202452,4,2,1,Potential
1000735,211,1989971,1,5,5,At Risk
1000736,73,770661,2,4,4,At Risk
1000737,129,1268781,2,4,4,At Risk
1000738,24,228810,4,2,2,Potential
1000739,77,952905,2,4,4,At Risk
1000740,24,249478,4,2,2,Potential
1000741,43,270881,3,3,2,Loyal
1000742,23,291407,4,2,2,Potential
1000743,76,566838,2,4,3,At Risk
1000744,150,1590080,1,5,5,At Risk
1000745,13,99920,5,1,1,Potential
1000746,245,1964817,1,5,5,At Risk
1000747,19,246522,5,1,2,Potential
1000748,48,449478,3,3,3,Loyal
1000749,251,1991515,1,5,5,At Risk
1000750,32,301150,4,2,2,Potential
1000751,17,167733,5,1,1,Potential
1000752,572,3917492,1,5,5,At Risk
1000753,138,1220645,2,4,4,At Risk
1000754,101,1089328,2,4,4,At Risk
1000755,71,709951,3,3,4,Loyal
1000756,22,257775,5,1,2,Potential
1000757,267,2295741,1,5,5,At Risk
1000758,21,191372,5,1,1,Potential
1000759,58,405079,3,3,3,Loyal
1000760,30,300758,4,2,2,Potential
1000761,12,154001,5,1,1,Potential
1000762,23,280667,4,2,2,Potential
1000763,15,168970,5,1,1,Potential
1000764,80,901215,2,4,4,At Risk
1000765,214,2157012,1,5,5,At Risk
1000766,26,203258,4,2,1,Potential
1000767,96,995674,2,4,4,At Risk
1000768,31,348216,4,2,2,Potential
1000769,41,393535,3,3,3,Loyal
1000770,428,3391044,1,5,5,At Risk
1000771,13,116906,5,1,1,Potential
1000772,56,560484,3,3,3,Loyal
1000773,27,259351,4,2,2,Potential
1000774,123,1215237,2,4,4,At Risk
1000775,12,108504,5,1,1,Potential
1000776,59,442338,3,3,3,Loyal
1000777,271,1963785,1,5,5,At Risk
1000778,94,1214811,2,4,4,At Risk
1000779,28,215086,4,2,2,Potential
1000780,295,3035908,1,5,5,At Risk
1000782,16,154246,5,1,1,Potential
1000783,72,880507,3,3,4,Loyal
1000784,16,136635,5,1,1,Potential
1000785,64,789149,3,3,4,Loyal
1000786,38,489448,4,2,3,Potential
1000787,62,560053,3,3,3,Loyal
1000788,114,1129232,2,4,4,At Risk
1000789,59,528098,3,3,3,Loyal
1000790,10,143636,5,1,1,Potential
1000791,184,1932290,1,5,5,At Risk
1000792,55,529174,3,3,3,Loyal
1000793,85,768741,2,4,4,At Risk
1000794,25,194747,4,2,1,Potential
1000795,80,559717,2,4,3,At Risk
1000796,240,1875821,1,5,5,At Risk
1000797,47,387593,3,3,3,Loyal
1000798,185,1530451,1,5,5,At Risk
1000799,23,226774,4,2,2,Potential
1000801,165,1374553,1,5,5,At Risk
1000802,295,3136298,1,5,5,At Risk
1000803,31,428406,4,2,3,Potential
1000804,22,201161,5,1,1,Potential
1000805,48,407088,3,3,3,Loyal
1000806,36,442504,4,2,3,Potential
1000807,16,152576,5,1,1,Potential
1000808,162,1282348,1,5,4,At Risk
1000809,55,505430,3,3,3,Loyal
1000810,73,833537,2,4,4,At Risk
1000811,37,392815,4,2,3,Potential
1000812,49,458736,3,3,3,Loyal
1000813,35,210764,4,2,2,Potential
1000814,22,270810,5,1,2,Potential
1000816,122,1096272,2,4,4,At Risk
1000817,227,2439290,1,5,5,At Risk
1000818,95,957886,2,4,4,At Risk
1000819,32,403519,4,2,3,Potential
1000820,65,730066,3,3,4,Loyal
1000821,11,82484,5,1,1,Potential
1000822,169,1298873,1,5,4,At Risk
1000823,69,573436,3,3,3,Loyal
1000824,179,1537297,1,5,5,At Risk
1000825,21,151520,5,1,1,Potential
1000826,18,178480,5,1,1,Potential
1000827,14,133845,5,1,1,Potential
1000828,67,523285,3,3,3,Loyal
1000829,84,982611,2,4,4,At Risk
1000830,96,912814,2,4,4,At Risk
1000831,23,273297,4,2,2,Potential
1000832,101,675540,2,4,3,At Risk
1000833,12,126865,5,1,1,Potential
1000834,32,312523,4,2,2,Potential
1000835,15,113584,5,1,1,Potential
1000836,42,209372,3,3,2,Loyal
1000837,39,420822,4,2,3,Potential
1000838,95,1062593,2,4,4,At Risk
1000839,435,4681205,1,5,5,At Risk
1000840,138,1263144,2,4,4,At Risk
1000841,15,125438,5,1,1,Potential
1000842,17,162002,5,1,1,Potential
1000843,66,541222,3,3,3,Loyal
1000844,51,478752,3,3,3,Loyal
1000845,30,282390,4,2,2,Potential
1000846,139,1438458,2,4,5,At Risk
1000847,30,194540,4,2,1,Potential
1000848,31,347165,4,2,2,Potential
1000849,70,429999,3,3,3,Loyal
1000850,294,2589159,1,5,5,At Risk
1000851,46,512182,3,3,3,Loyal
1000852,16,139975,5,1,1,Potential
1000853,60,775391,3,3,4,Loyal
1000854,291,2171385,1,5,5,At Risk
1000855,339,2523778,1,5,5,At Risk
1000856,31,291934,4,2,2,Potential
1000857,41,396537,3,3,3,Loyal
1000858,108,1054410,2,4,4,At Risk
1000859,85,717830,2,4,4,At Risk
1000860,21,139334,5,1,1,Potential
1000861,54,456026,3,3,3,Loyal
1000862,65,536555,3,3,3,Loyal
1000863,38,573792,4,2,3,Potential
1000864,68,619706,3,3,3,Loyal
1000865,28,325815,4,2,2,Potential
1000866,18,158901,5,1,1,Potential
1000867,27,234652,4,2,2,Potential
1000868,42,267776,3,3,2,Loyal
1000869,497,4255176,1,5,5,At Risk
1000870,20,130403,5,1,1,Potential
1000871,27,274355,4,2,2,Potential
1000872,60,603122,3,3,3,Loyal
1000873,100,941438,2,4,4,At Risk
1000874,14,96829,5,1,1,Potential
1000875,44,432366,3,3,3,Loyal
1000876,65,818160,3,3,4,Loyal
1000877,356,3368150,1,5,5,At Risk
1000878,24,274379,4,2,2,Potential
1000879,28,230694,4,2,2,Potential
1000880,64,690889,3,3,3,Loyal
1000881,527,4054485,1,5,5,At Risk
1000882,45,632518,3,3,3,Loyal
1000883,22,175724,5,1,1,Potential
1000884,55,615705,3,3,3,Loyal
1000885,33,367837,4,2,2,Potential
1000886,23,190384,4,2,1,Potential
1000887,54,468896,3,3,3,Loyal
1000888,47,492236,3,3,3,Loyal
1000889,823,5499872,1,5,5,At Risk
1000890,120,1312940,2,4,4,At Risk
1000891,132,1246592,2,4,4,At Risk
1000892,16,178414,5,1,1,Potential
1000894,40,520020,4,2,3,Potential
1000895,39,281695,4,2,2,Potential
1000896,41,366027,3,3,2,Loyal
1000897,101,974990,2,4,4,At Risk
1000898,14,146304,5,1,1,Potential
1000899,187,1467700,1,5,5,At Risk
1000900,15,102937,5,1,1,Potential
1000901,16,111505,5,1,1,Potential
1000902,10,120497,5,1,1,Potential
1000903,49,424531,3,3,3,Loyal
1000904,143,1226842,1,5,4,At Risk
1000905,76,828359,2,4,4,At Risk
1000906,12,92214,5,1,1,Potential
1000907,15,175660,5,1,1,Potential
1000908,20,184252,5,1,1,Potential
1000909,45,469009,3,3,3,Loyal
1000910,96,864312,2,4,4,At Risk
1000911,312,3102034,1,5,5,At Risk
1000912,34,282647,4,2,2,Potential
1000913,27,288043,4,2,2,Potential
1000914,34,303251,4,2,2,Potential
1000915,51,441432,3,3,3,Loyal
1000916,30,349993,4,2,2,Potential
1000917,22,273438,5,1,2,Potential
1000918,78,562221,2,4,3,At Risk
1000919,178,1604795,1,5,5,At Risk
1000920,52,542161,3,3,3,Loyal
1000921,88,855629,2,4,4,At Risk
1000922,208,2096679,1,5,5,At Risk
1000923,27,199197,4,2,1,Potential
1000924,109,1139632,2,4,4,At Risk
1000925,40,264810,4,2,2,Potential
1000926,65,703571,3,3,4,Loyal
1000927,111,751040,2,4,4,At Risk
1000928,128,1223808,2,4,4,At Risk
1000929,198,1951310,1,5,5,At Risk
1000930,53,549999,3,3,3,Loyal
1000931,88,788775,2,4,4,At Risk
1000932,10,121848,5,1,1,Potential
1000933,33,309642,4,2,2,Potential
1000934,283,1952022,1,5,5,At Risk
1000936,48,449050,3,3,3,Loyal
1000937,202,2182748,1,5,5,At Risk
1000939,96,900006,2,4,4,At Risk
1000940,76,607331,2,4,3,At Risk
1000941,19,110552,5,1,1,Potential
1000942,16,146316,5,1,1,Potential
1000943,43,409682,3,3,3,Loyal
1000944,29,289863,4,2,2,Potential
1000945,102,916637,2,4,4,At Risk
1000946,19,204398,5,1,1,Potential
1000947,9,62826,5,1,1,Potential
1000949,208,2737633,1,5,5,At Risk
1000950,32,329631,4,2,2,Potential
1000951,14,158099,5,1,1,Potential
1000952,97,848839,2,4,4,At Risk
1000953,119,1532454,2,4,5,At Risk
1000954,70,633417,3,3,3,Loyal
1000955,180,1800422,1,5,5,At Risk
1000956,59,560005,3,3,3,Loyal
1000957,177,1782588,1,5,5,At Risk
1000958,80,785753,2,4,4,At Risk
1000959,54,556160,3,3,3,Loyal
1000960,67,671146,3,3,3,Loyal
1000961,26,231858,4,2,2,Potential
1000962,29,303766,4,2,2,Potential
1000963,239,2166829,1,5,5,At Risk
1000964,38,277524,4,2,2,Potential
1000965,31,300739,4,2,2,Potential
1000966,88,702763,2,4,4,At Risk
1000967,57,375706,3,3,2,Loyal
1000968,34,347033,4,2,2,Potential
1000969,16,179103,5,1,1,Potential
1000970,287,2740505,1,5,5,At Risk
1000971,127,1272979,2,4,4,At Risk
1000972,21,185059,5,1,1,Potential
1000973,115,880686,2,4,4,At Risk
1000974,38,409260,4,2,3,Potential
1000975,230,2039720,1,5,5,At Risk
1000976,33,308773,4,2,2,Potential
1000977,153,1461912,1,5,5,At Risk
1000978,20,187750,5,1,1,Potential
1000979,43,545760,3,3,3,Loyal
1000980,74,648108,2,4,3,At Risk
1000981,117,961178,2,4,4,At Risk
1000982,31,263937,4,2,2,Potential
1000983,41,526888,3,3,3,Loyal
1000984,385,3393955,1,5,5,At Risk
1000985,92,1207140,2,4,4,At Risk
1000986,10,64636,5,1,1,Potential
1000987,98,860607,2,4,4,At Risk
1000988,40,346054,4,2,2,Potential
1000989,26,206362,4,2,2,Potential
1000990,54,492476,3,3,3,Loyal
1000991,34,253223,4,2,2,Potential
1000992,21,146216,5,1,1,Potential
1000993,36,303318,4,2,2,Potential
1000995,32,237680,4,2,2,Potential
1000996,169,2012621,1,5,5,At Risk
1000997,17,165351,5,1,1,Potential
1000998,85,829402,2,4,4,At Risk
1000999,231,2312495,1,5,5,At Risk
1001000,52,719291,3,3,4,Loyal
1001002,35,333246,4,2,2,Potential
1001003,17,213990,5,1,2,Potential
1001004,269,2406102,1,5,5,At Risk
1001005,54,672401,3,3,3,Loyal
1001006,23,222013,4,2,2,Potential
1001008,30,264365,4,2,2,Potential
1001009,29,260814,4,2,2,Potential
1001010,575,3770941,1,5,5,At Risk
1001011,25,259539,4,2,2,Potential
1001012,33,260041,4,2,2,Potential
1001013,28,221755,4,2,2,Potential
1001015,740,6511314,1,5,5,At Risk
1001016,88,724997,2,4,4,At Risk
1001017,312,2306041,1,5,5,At Risk
1001018,70,863450,3,3,4,Loyal
1001019,517,3786677,1,5,5,At Risk
1001021,86,993817,2,4,4,At Risk
1001022,78,585434,2,4,3,At Risk
1001023,22,164556,5,1,1,Potential
1001024,25,187525,4,2,1,Potential
1001025,22,196993,5,1,1,Potential
1001026,27,340061,4,2,2,Potential
1001027,26,261249,4,2,2,Potential
1001028,36,307279,4,2,2,Potential
1001029,161,1096528,1,5,4,At Risk
1001030,90,1187018,2,4,4,At Risk
1001031,101,1486649,2,4,5,At Risk
1001032,57,542563,3,3,3,Loyal
1001033,106,970506,2,4,4,At Risk
1001035,63,616438,3,3,3,Loyal
1001036,33,341392,4,2,2,Potential
1001037,19,140292,5,1,1,Potential
1001038,77,673318,2,4,3,At Risk
1001039,15,89488,5,1,1,Potential
1001040,136,1447480,2,4,5,At Risk
1001041,53,593181,3,3,3,Loyal
1001042,27,206519,4,2,2,Potential
1001043,23,263619,4,2,2,Potential
1001044,78,731594,2,4,4,At Risk
1001045,18,85482,5,1,1,Potential
1001046,18,189234,5,1,1,Potential
1001047,42,548784,3,3,3,Loyal
1001048,25,210284,4,2,2,Potential
1001049,14,127723,5,1,1,Potential
1001050,297,2128292,1,5,5,At Risk
1001051,486,4003498,1,5,5,At Risk
1001052,44,452110,3,3,3,Loyal
1001053,210,2179724,1,5,5,At Risk
1001054,70,690207,3,3,3,Loyal
1001055,50,378094,3,3,2,Loyal
1001056,44,329556,3,3,2,Loyal
1001057,92,943918,2,4,4,At Risk
1001058,199,2114670,1,5,5,At Risk
1001059,305,1993125,1,5,5,At Risk
1001060,51,557358,3,3,3,Loyal
1001061,26,244118,4,2,2,Potential
1001062,117,1174704,2,4,4,At Risk
1001063,55,697671,3,3,3,Loyal
1001064,58,619392,3,3,3,Loyal
1001065,55,424186,3,3,3,Loyal
1001066,74,609772,2,4,3,At Risk
1001067,55,587122,3,3,3,Loyal
1001068,341,2839401,1,5,5,At Risk
1001069,355,2503980,1,5,5,At Risk
1001070,12,135687,5,1,1,Potential
1001071,78,995665,2,4,4,At Risk
1001072,62,564641,3,3,3,Loyal
1001073,65,613353,3,3,3,Loyal
1001074,99,812544,2,4,4,At Risk
1001075,26,315665,4,2,2,Potential
1001076,27,214123,4,2,2,Potential
1001077,177,1766607,1,5,5,At Risk
1001078,65,518491,3,3,3,Loyal
1001079,75,788064,2,4,4,At Risk
1001080,31,270548,4,2,2,Potential
1001081,25,275184,4,2,2,Potential
1001083,14,98430,5,1,1,Potential
1001084,105,955458,2,4,4,At Risk
1001085,21,187922,5,1,1,Potential
1001086,174,1891268,1,5,5,At Risk
1001087,233,2229949,1,5,5,At Risk
1001088,680,5628655,1,5,5,At Risk
1001089,42,503267,3,3,3,Loyal
1001090,44,434848,3,3,3,Loyal
1001091,18,157346,5,1,1,Potential
1001092,28,286256,4,2,2,Potential
1001093,40,503654,4,2,3,Potential
1001094,101,894377,2,4,4,At Risk
1001095,16,129914,5,1,1,Potential
1001096,137,863890,2,4,4,At Risk
1001097,89,868582,2,4,4,At Risk
1001098,18,191883,5,1,1,Potential
1001099,107,1004085,2,4,4,At Risk
1001100,279,1352196,1,5,4,At Risk
1001101,298,2685259,1,5,5,At Risk
1001102,15,64520,5,1,1,Potential
1001103,41,330845,3,3,2,Loyal
1001104,36,320630,4,2,2,Potential
1001106,43,459086,3,3,3,Loyal
1001107,47,314641,3,3,2,Loyal
1001108,25,244289,4,2,2,Potential
1001109,118,892989,2,4,4,At Risk
1001110,28,276009,4,2,2,Potential
1001111,18,161549,5,1,1,Potential
1001112,377,3237946,1,5,5,At Risk
1001113,180,1977904,1,5,5,At Risk
1001114,81,595105,2,4,3,At Risk
1001115,58,450241,3,3,3,Loyal
1001116,82,639799,2,4,3,At Risk
1001117,431,4315927,1,5,5,At Risk
1001118,16,122962,5,1,1,Potential
1001119,234,2399110,1,5,5,At Risk
1001120,402,3591478,1,5,5,At Risk
1001121,154,1537625,1,5,5,At Risk
1001122,65,649956,3,3,3,Loyal
1001124,227,2110422,1,5,5,At Risk
1001125,344,2877834,1,5,5,At Risk
1001126,14,122956,5,1,1,Potential
1001127,75,756536,2,4,4,At Risk
1001128,286,2290727,1,5,5,At Risk
1001129,65,700787,3,3,4,Loyal
1001130,159,1578763,1,5,5,At Risk
1001131,54,625170,3,3,3,Loyal
1001132,93,1324366,2,4,4,At Risk
1001133,93,1022810,2,4,4,At Risk
1001134,85,1008845,2,4,4,At Risk
1001135,102,1248725,2,4,4,At Risk
1001136,28,279637,4,2,2,Potential
1001137,299,2709477,1,5,5,At Risk
1001138,50,463795,3,3,3,Loyal
1001139,108,1140991,2,4,4,At Risk
1001140,195,1781365,1,5,5,At Risk
1001141,266,1942035,1,5,5,At Risk
1001142,149,1263960,1,5,4,At Risk
1001143,29,284304,4,2,2,Potential
1001144,14,141744,5,1,1,Potential
1001145,36,267263,4,2,2,Potential
1001146,223,1608693,1,5,5,At Risk
1001147,178,1559739,1,5,5,At Risk
1001148,34,250020,4,2,2,Potential
1001149,52,479990,3,3,3,Loyal
1001150,752,4728932,1,5,5,At Risk
1001151,181,1929222,1,5,5,At Risk
1001152,82,675117,2,4,3,At Risk
1001153,50,283359,3,3,2,Loyal
1001154,17,151803,5,1,1,Potential
1001155,105,1186426,2,4,4,At Risk
1001156,43,335260,3,3,2,Loyal
1001157,13,161466,5,1,1,Potential
1001158,41,323356,3,3,2,Loyal
1001159,75,630441,2,4,3,At Risk
1001160,61,475062,3,3,3,Loyal
1001161,54,503196,3,3,3,Loyal
1001162,100,895807,2,4,4,At Risk
1001163,38,449255,4,2,3,Potential
1001164,267,1925578,1,5,5,At Risk
1001165,81,819886,2,4,4,At Risk
1001166,13,130727,5,1,1,Potential
1001167,42,306847,3,3,2,Loyal
1001168,138,1062132,2,4,4,At Risk
1001169,65,374677,3,3,2,Loyal
1001170,146,1320132,1,5,4,At Risk
1001171,20,226676,5,1,2,Potential
1001172,261,2101258,1,5,5,At Risk
1001173,206,1569381,1,5,5,At Risk
1001174,16,108563,5,1,1,Potential
1001175,37,315057,4,2,2,Potential
1001176,75,905104,2,4,4,At Risk
1001177,41,398957,3,3,3,Loyal
1001178,18,124043,5,1,1,Potential
1001179,135,1436625,2,4,5,At Risk
1001180,23,230895,4,2,2,Potential
1001181,862,6387961,1,5,5,At Risk
1001182,207,1804464,1,5,5,At Risk
1001183,113,970956,2,4,4,At Risk
1001184,155,1368452,1,5,5,At Risk
1001185,47,360653,3,3,2,Loyal
1001186,119,1202425,2,4,4,At Risk
1001187,21,152084,5,1,1,Potential
1001188,15,226427,5,1,2,Potential
1001189,20,208527,5,1,2,Potential
1001190,17,178301,5,1,1,Potential
1001191,62,743768,3,3,4,Loyal
1001192,15,139860,5,1,1,Potential
1001193,153,1129576,1,5,4,At Risk
1001194,367,3041966,1,5,5,At Risk
1001195,53,387824,3,3,3,Loyal
1001196,62,545174,3,3,3,Loyal
1001197,15,167477,5,1,1,Potential
1001198,61,659844,3,3,3,Loyal
1001199,104,951485,2,4,4,At Risk
1001200,24,260748,4,2,2,Potential
1001201,37,354776,4,2,2,Potential
1001202,279,2654016,1,5,5,At Risk
1001203,447,4179027,1,5,5,At Risk
1001204,70,679664,3,3,3,Loyal
1001205,54,403786,3,3,3,Loyal
1001206,69,767566,3,3,4,Loyal
1001208,30,249937,4,2,2,Potential
1001209,135,1180229,2,4,4,At Risk
1001210,25,320125,4,2,2,Potential
1001211,235,2347688,1,5,5,At Risk
1001212,38,463157,4,2,3,Potential
1001213,18,179133,5,1,1,Potential
1001214,27,184586,4,2,1,Potential
1001215,64,859580,3,3,4,Loyal
1001216,101,1181635,2,4,4,At Risk
1001217,34,381912,4,2,2,Potential
1001218,120,1093139,2,4,4,At Risk
1001219,134,1662783,2,4,5,At Risk
1001220,108,920860,2,4,4,At Risk
1001221,132,1273041,2,4,4,At Risk
1001222,41,309290,3,3,2,Loyal
1001223,75,726709,2,4,4,At Risk
1001224,338,3286428,1,5,5,At Risk
1001225,14,154407,5,1,1,Potential
1001226,18,120297,5,1,1,Potential
1001227,76,680959,2,4,3,At Risk
1001228,137,1434122,2,4,5,At Risk
1001229,18,143617,5,1,1,Potential
1001230,148,1700665,1,5,5,At Risk
1001231,59,653641,3,3,3,Loyal
1001232,69,562722,3,3,3,Loyal
1001233,34,370097,4,2,2,Potential
1001234,11,175458,5,1,1,Potential
1001235,34,256097,4,2,2,Potential
1001236,17,195097,5,1,1,Potential
1001237,16,142872,5,1,1,Potential
1001238,30,241398,4,2,2,Potential
1001239,50,487870,3,3,3,Loyal
1001240,14,134342,5,1,1,Potential
1001241,116,1173447,2,4,4,At Risk
1001242,362,3048547,1,5,5,At Risk
1001243,207,1818755,1,5,5,At Risk
1001244,296,3056483,1,5,5,At Risk
1001246,337,3477038,1,5,5,At Risk
1001247,18,228690,5,1,2,Potential
1001248,59,607552,3,3,3,Loyal
1001249,13,171624,5,1,1,Potential
1001250,14,145794,5,1,1,Potential
1001251,30,207237,4,2,2,Potential
1001252,77,717733,2,4,4,At Risk
1001253,39,269686,4,2,2,Potential
1001254,66,545376,3,3,3,Loyal
1001255,146,1251705,1,5,4,At Risk
1001256,16,176868,5,1,1,Potential
1001257,25,276955,4,2,2,Potential
1001258,24,360940,4,2,2,Potential
1001259,34,384656,4,2,3,Potential
1001260,283,2678394,1,5,5,At Risk
1001261,115,1118316,2,4,4,At Risk
1001262,101,771592,2,4,4,At Risk
1001263,169,1121150,1,5,4,At Risk
1001264,405,3888792,1,5,5,At Risk
1001265,189,1392026,1,5,5,At Risk
1001266,407,3194568,1,5,5,At Risk
1001267,94,908750,2,4,4,At Risk
1001268,111,1207532,2,4,4,At Risk
1001269,16,134732,5,1,1,Potential
1001270,16,122944,5,1,1,Potential
1001271,95,949418,2,4,4,At Risk
1001272,154,1451777,1,5,5,At Risk
1001273,202,1773658,1,5,5,At Risk
1001274,347,3293478,1,5,5,At Risk
1001275,14,141776,5,1,1,Potential
1001276,41,337409,3,3,2,Loyal
1001277,20,127418,5,1,1,Potential
1001278,36,380799,4,2,2,Potential
1001279,197,1362801,1,5,5,At Risk
1001280,36,300384,4,2,2,Potential
1001281,84,606067,2,4,3,At Risk
1001282,12,93851,5,1,1,Potential
1001283,26,197347,4,2,1,Potential
1001284,273,2550856,1,5,5,At Risk
1001285,606,5805379,1,5,5,At Risk
1001286,36,251286,4,2,2,Potential
1001287,59,680206,3,3,3,Loyal
1001288,80,606034,2,4,3,At Risk
1001289,24,321532,4,2,2,Potential
1001290,25,248419,4,2,2,Potential
1001291,151,1220101,1,5,4,At Risk
1001292,26,220203,4,2,2,Potential
1001293,44,277877,3,3,2,Loyal
1001294,142,1054076,1,5,4,At Risk
1001295,26,308233,4,2,2,Potential
1001296,31,284759,4,2,2,Potential
1001297,275,2564585,1,5,5,At Risk
1001298,342,3328461,1,5,5,At Risk
1001299,137,1564596,2,4,5,At Risk
1001300,87,664613,2,4,3,At Risk
1001301,170,1863744,1,5,5,At Risk
1001302,36,464767,4,2,3,Potential
1001303,379,3163252,1,5,5,At Risk
1001304,49,623700,3,3,3,Loyal
1001305,16,236269,5,1,2,Potential
1001306,246,2740370,1,5,5,At Risk
1001307,16,185557,5,1,1,Potential
1001309,16,162598,5,1,1,Potential
1001310,13,94677,5,1,1,Potential
1001311,95,1034576,2,4,4,At Risk
1001312,85,855615,2,4,4,At Risk
1001313,17,175294,5,1,1,Potential
1001314,112,803700,2,4,4,At Risk
1001315,57,603190,3,3,3,Loyal
1001316,19,131589,5,1,1,Potential
1001317,436,3960303,1,5,5,At Risk
1001318,9,80505,5,1,1,Potential
1001319,19,134983,5,1,1,Potential
1001320,70,999365,3,3,4,Loyal
1001321,101,780200,2,4,4,At Risk
1001322,230,2028806,1,5,5,At Risk
1001323,94,753376,2,4,4,At Risk
1001324,60,610061,3,3,3,Loyal
1001325,163,1746087,1,5,5,At Risk
1001326,20,200245,5,1,1,Potential
1001327,40,351242,4,2,2,Potential
1001328,81,1115881,2,4,4,At Risk
1001329,235,2180575,1,5,5,At Risk
1001330,23,248014,4,2,2,Potential
1001331,96,784036,2,4,4,At Risk
1001332,17,144052,5,1,1,Potential
1001333,299,3065866,1,5,5,At Risk
1001334,36,376662,4,2,2,Potential
1001335,172,1262318,1,5,4,At Risk
1001336,11,120810,5,1,1,Potential
1001337,40,332640,4,2,2,Potential
1001338,75,991662,2,4,4,At Risk
1001339,115,893314,2,4,4,At Risk
1001340,451,2653719,1,5,5,At Risk
1001341,51,244581,3,3,2,Loyal
1001342,51,415660,3,3,3,Loyal
1001343,153,1621007,1,5,5,At Risk
1001344,36,312979,4,2,2,Potential
1001345,112,835463,2,4,4,At Risk
1001346,18,171720,5,1,1,Potential
1001347,85,753065,2,4,4,At Risk
1001348,77,597761,2,4,3,At Risk
1001349,23,417743,4,2,3,Potential
1001350,70,655115,3,3,3,Loyal
1001351,14,141697,5,1,1,Potential
1001352,72,668248,3,3,3,Loyal
1001353,35,291632,4,2,2,Potential
1001354,386,3237650,1,5,5,At Risk
1001355,27,234934,4,2,2,Potential
1001356,270,1930537,1,5,5,At Risk
1001357,95,480023,2,4,3,At Risk
1001358,128,1411223,2,4,5,At Risk
1001359,51,479765,3,3,3,Loyal
1001360,58,561977,3,3,3,Loyal
1001361,75,680345,2,4,3,At Risk
1001362,125,1193668,2,4,4,At Risk
1001363,13,125943,5,1,1,Potential
1001364,31,248688,4,2,2,Potential
1001365,40,322732,4,2,2,Potential
1001366,78,652647,2,4,3,At Risk
1001367,119,1079707,2,4,4,At Risk
1001368,24,200928,4,2,1,Potential
1001369,227,2377019,1,5,5,At Risk
1001370,80,701728,2,4,4,At Risk
1001371,23,269701,4,2,2,Potential
1001372,37,324831,4,2,2,Potential
1001373,45,487812,3,3,3,Loyal
1001374,51,436502,3,3,3,Loyal
1001375,37,305751,4,2,2,Potential
1001376,58,563418,3,3,3,Loyal
1001377,299,2559727,1,5,5,At Risk
1001378,37,474454,4,2,3,Potential
1001379,16,106872,5,1,1,Potential
1001380,141,1401331,2,4,5,At Risk
1001381,42,291370,3,3,2,Loyal
1001382,20,177279,5,1,1,Potential
1001383,453,3380104,1,5,5,At Risk
1001384,13,138191,5,1,1,Potential
1001385,12,115789,5,1,1,Potential
1001386,42,385080,3,3,3,Loyal
1001387,129,1205866,2,4,4,At Risk
1001388,37,452726,4,2,3,Potential
1001389,242,2473249,1,5,5,At Risk
1001390,176,1714252,1,5,5,At Risk
1001391,121,1038116,2,4,4,At Risk
1001392,135,1312252,2,4,4,At Risk
1001393,63,655561,3,3,3,Loyal
1001394,19,111226,5,1,1,Potential
1001395,162,1735893,1,5,5,At Risk
1001396,112,978278,2,4,4,At Risk
1001397,29,303420,4,2,2,Potential
1001398,23,205025,4,2,1,Potential
1001399,143,1436906,1,5,5,At Risk
1001400,38,390224,4,2,3,Potential
1001401,38,367600,4,2,2,Potential
1001402,33,332193,4,2,2,Potential
1001403,38,456890,4,2,3,Potential
1001404,192,1221368,1,5,4,At Risk
1001405,38,298423,4,2,2,Potential
1001406,13,104679,5,1,1,Potential
